"";"code";"y"
"105141";"LPP-6276476";"LPP-1-2-2"
"105151";"LPP-6276507";"LPP-1-2-2"
"105161";"LPP-6276513";"LPP-1-2-1"
"105171";"LPP-6276520";"LPP-1-2-2"
"105181";"LPP-6276559";"LPP-1-2-2"
"105191";"LPP-6276654";"LPP-1-2-1"
"105201";"LPP-6277122";"LPP-1-2-2"
"105211";"LPP-6277926";"LPP-1-2-2"
"105221";"LPP-6278630";"LPP-1-2-2"
"105231";"LPP-6278647";"LPP-1-2-1"
"105241";"LPP-6278699";"LPP-1-2-1"
"105251";"LPP-6278707";"LPP-1-2-2"
"105261";"LPP-6278713";"LPP-1-2-2"
"105271";"LPP-6278720";"LPP-1-2-2"
"105281";"LPP-6278742";"LPP-1-2-1"
"105291";"LPP-6278908";"LPP-1-2-2"
"105301";"LPP-6279003";"LPP-1-2-2"
"105311";"LPP-6279670";"LPP-1-2-2"
"105321";"LPP-6279842";"LPP-1-2-2"
"105331";"LPP-6279931";"LPP-1-2-2"
"105341";"LPP-6280118";"LPP-1-2-2"
"105351";"LPP-6280348";"LPP-1-2-1"
"105361";"LPP-6280390";"LPP-1-2-1"
"105371";"LPP-6280414";"LPP-1-2-1"
"105381";"LPP-6280443";"LPP-1-2-1"
"105391";"LPP-6281023";"LPP-1-2-2"
"105401";"LPP-6281187";"LPP-1-2-2"
"105411";"LPP-6281307";"LPP-1-2-2"
"105421";"LPP-6281313";"LPP-1-2-2"
"105431";"LPP-6281320";"LPP-1-2-2"
"105441";"LPP-6281537";"LPP-1-2-2"
"105451";"LPP-6281626";"LPP-1-2-2"
"105461";"LPP-6281715";"LPP-1-2-2"
"105471";"LPP-6281721";"LPP-1-2-2"
"105481";"LPP-6282146";"LPP-1-2-2"
"105491";"LPP-6282235";"LPP-1-2-2"
"105501";"LPP-6282287";"LPP-1-2-2"
"105511";"LPP-6282531";"LPP-1-2-2"
"105521";"LPP-6282560";"LPP-1-2-2"
"105531";"LPP-6282577";"LPP-1-2-2"
"105541";"LPP-6282583";"LPP-1-2-2"
"105551";"LPP-6282590";"LPP-1-2-2"
"105561";"LPP-6282608";"LPP-1-2-1"
"105571";"LPP-6282614";"LPP-1-2-2"
"105581";"LPP-6143060";"LPP-1-1-6"
"105591";"LPP-6143166";"LPP-1-1-4"
"105601";"LPP-6143284";"LPP-1-1-5"
"105611";"LPP-6143427";"LPP-1-1-7"
"105621";"LPP-6143657";"LPP-1-1-5"
"105631";"LPP-6143723";"LPP-1-1-6"
"105641";"LPP-6143746";"LPP-1-1-7"
"105651";"LPP-6143769";"LPP-1-1-7"
"105661";"LPP-6144059";"LPP-1-1-4"
"105671";"LPP-6144125";"LPP-1-1-4"
"105681";"LPP-6144183";"LPP-1-1-5"
"105691";"LPP-6144496";"LPP-1-1-5"
"105701";"LPP-6144616";"LPP-1-1-3"
"105711";"LPP-6144823";"LPP-1-1-4"
"105721";"LPP-6144906";"LPP-1-1-6"
"105731";"LPP-6144941";"LPP-1-1-4"
"105741";"LPP-6144958";"LPP-1-1-5"
"105751";"LPP-6145254";"LPP-1-1-3"
"105761";"LPP-6145426";"LPP-1-1-7"
"105771";"LPP-6145484";"LPP-1-1-5"
"105781";"LPP-6145610";"LPP-1-1-4"
"105791";"LPP-6145780";"LPP-1-1-4"
"105801";"LPP-6146259";"LPP-1-1-1"
"105811";"LPP-6146288";"LPP-1-1-5"
"105821";"LPP-6146294";"LPP-1-1-5"
"105831";"LPP-6146348";"LPP-1-1-5"
"105841";"LPP-6146420";"LPP-1-1-3"
"105851";"LPP-6146466";"LPP-1-1-5"
"105861";"LPP-6146472";"LPP-1-1-5"
"105871";"LPP-6146489";"LPP-1-1-5"
"105881";"LPP-6146495";"LPP-1-1-5"
"105891";"LPP-6146503";"LPP-1-1-5"
"105901";"LPP-6146510";"LPP-1-1-5"
"105911";"LPP-6146526";"LPP-1-1-5"
"105921";"LPP-6146532";"LPP-1-1-5"
"105931";"LPP-6146549";"LPP-1-1-5"
"105941";"LPP-6146555";"LPP-1-1-5"
"105951";"LPP-6146561";"LPP-1-1-5"
"105961";"LPP-6146578";"LPP-1-1-5"
"105971";"LPP-6146696";"LPP-1-1-5"
"105981";"LPP-6146710";"LPP-1-1-1"
"105991";"LPP-6146779";"LPP-1-1-5"
"106001";"LPP-6146791";"LPP-1-1-5"
"106011";"LPP-6146986";"LPP-1-1-5"
"106021";"LPP-6147320";"LPP-1-1-5"
"106031";"LPP-6147336";"LPP-1-1-5"
"106041";"LPP-6147827";"LPP-1-1-3"
"106051";"LPP-6148117";"LPP-1-1-5"
"106061";"LPP-6148130";"LPP-1-1-3"
"106071";"LPP-6148146";"LPP-1-1-4"
"106081";"LPP-6148152";"LPP-1-1-4"
"106091";"LPP-6148169";"LPP-1-1-3"
"106101";"LPP-3184147";"LPP-3-1-1"
"106111";"LPP-3184207";"LPP-3-1-2"
"106121";"LPP-3184503";"LPP-3-5-0"
"106131";"LPP-3184510";"LPP-3-1-10"
"106141";"LPP-3184549";"LPP-3-1-1"
"106151";"LPP-3184555";"LPP-3-1-2"
"106161";"LPP-3184561";"LPP-3-1-1"
"106171";"LPP-3184704";"LPP-3-1-2"
"106181";"LPP-3184756";"LPP-3-1-7"
"106191";"LPP-3184779";"LPP-3-1-2"
"106201";"LPP-3184839";"LPP-3-1-1"
"106211";"LPP-3184911";"LPP-3-1-2"
"106221";"LPP-3184934";"LPP-3-1-1"
"106231";"LPP-3185000";"LPP-3-1-7"
"106241";"LPP-3185106";"LPP-3-1-1"
"106251";"LPP-3185158";"LPP-3-1-1"
"106261";"LPP-3185193";"LPP-3-1-1"
"106271";"LPP-3185218";"LPP-3-1-2"
"106281";"LPP-3185307";"LPP-3-1-1"
"106291";"LPP-3185313";"LPP-3-1-1"
"106301";"LPP-3185320";"LPP-3-1-1"
"106311";"LPP-3185336";"LPP-3-1-2"
"106321";"LPP-3185342";"LPP-3-1-1"
"106331";"LPP-3185359";"LPP-3-1-1"
"106341";"LPP-3185394";"LPP-3-1-2"
"106351";"LPP-3185419";"LPP-3-1-10"
"106361";"LPP-3185589";"LPP-3-1-1"
"106371";"LPP-3185678";"LPP-3-1-2"
"106381";"LPP-3185684";"LPP-3-1-1"
"106391";"LPP-3185750";"LPP-3-1-2"
"106401";"LPP-3185767";"LPP-3-1-2"
"106411";"LPP-3185773";"LPP-3-1-2"
"106421";"LPP-3185827";"LPP-3-1-1"
"106431";"LPP-3185840";"LPP-3-1-7"
"106441";"LPP-3185968";"LPP-3-1-6"
"106451";"LPP-3186011";"LPP-3-5-0"
"106461";"LPP-3186034";"LPP-3-1-2"
"106471";"LPP-3186100";"LPP-3-1-2"
"106481";"LPP-3186212";"LPP-3-1-1"
"106491";"LPP-3186264";"LPP-3-1-2"
"106501";"LPP-3186270";"LPP-3-1-2"
"106511";"LPP-3186293";"LPP-3-1-2"
"106521";"LPP-3186318";"LPP-3-5-0"
"106531";"LPP-3186376";"LPP-3-5-0"
"106541";"LPP-3186525";"LPP-3-1-1"
"106551";"LPP-3186554";"LPP-3-1-2"
"106561";"LPP-3186608";"LPP-3-1-1"
"106571";"LPP-3186614";"LPP-3-1-2"
"106581";"LPP-3186666";"LPP-3-1-1"
"106591";"LPP-3186749";"LPP-3-1-2"
"106601";"LPP-3186778";"LPP-3-1-1"
"106611";"LPP-3186809";"LPP-3-1-1"
"106621";"LPP-3186815";"LPP-3-1-1"
"106631";"LPP-3186838";"LPP-3-1-7"
"106641";"LPP-3186844";"LPP-3-1-1"
"106651";"LPP-3294232";"LPP-3-5-0"
"106661";"LPP-3294249";"LPP-3-2-2"
"106671";"LPP-3294350";"LPP-3-2-2"
"106681";"LPP-3294410";"LPP-3-5-0"
"106691";"LPP-3294858";"LPP-3-5-0"
"106701";"LPP-3295042";"LPP-3-2-2"
"106711";"LPP-3295160";"LPP-3-2-3"
"106721";"LPP-3295310";"LPP-3-2-2"
"106731";"LPP-3295355";"LPP-3-2-2"
"106741";"LPP-3295480";"LPP-3-2-1"
"106751";"LPP-3295540";"LPP-3-2-2"
"106761";"LPP-3295591";"LPP-3-2-2"
"106771";"LPP-3295728";"LPP-3-5-0"
"106781";"LPP-3296030";"LPP-3-5-0"
"106791";"LPP-3296343";"LPP-3-2-2"
"106801";"LPP-3296490";"LPP-3-5-0"
"106811";"LPP-3296509";"LPP-3-5-0"
"106821";"LPP-3296573";"LPP-3-2-2"
"106831";"LPP-3296580";"LPP-3-2-2"
"106841";"LPP-3297740";"LPP-3-2-2"
"106851";"LPP-3298129";"LPP-3-2-4"
"106861";"LPP-3298402";"LPP-3-5-0"
"106871";"LPP-3298431";"LPP-3-5-0"
"106881";"LPP-3298649";"LPP-3-2-2"
"106891";"LPP-3298655";"LPP-3-5-0"
"106901";"LPP-3298862";"LPP-3-5-0"
"106911";"LPP-3298951";"LPP-3-2-1"
"106921";"LPP-3299070";"LPP-3-2-1"
"106931";"LPP-3299241";"LPP-3-2-3"
"106941";"LPP-3299525";"LPP-3-5-0"
"106951";"LPP-3299531";"LPP-3-2-2"
"106961";"LPP-3299940";"LPP-3-2-4"
"106971";"LPP-3300470";"LPP-3-3-3"
"106981";"LPP-3301328";"LPP-3-3-3"
"106991";"LPP-3301529";"LPP-3-3-3"
"107001";"LPP-3301736";"LPP-3-3-1"
"107011";"LPP-3301908";"LPP-3-3-3"
"107021";"LPP-3302492";"LPP-3-3-1"
"107031";"LPP-3302925";"LPP-3-3-1"
"107041";"LPP-3303445";"LPP-3-3-1"
"107051";"LPP-3303735";"LPP-3-3-1"
"107061";"LPP-3303971";"LPP-3-3-1"
"107071";"LPP-3304137";"LPP-3-3-1"
"107081";"LPP-3304440";"LPP-3-3-1"
"107091";"LPP-3304870";"LPP-3-3-1"
"107101";"LPP-3304924";"LPP-3-3-3"
"107111";"LPP-3305125";"LPP-3-3-1"
"107121";"LPP-3305390";"LPP-3-3-1"
"107131";"LPP-3305817";"LPP-3-3-3"
"107141";"LPP-3306047";"LPP-3-3-3"
"107151";"LPP-3306231";"LPP-3-3-3"
"107161";"LPP-3306320";"LPP-3-3-1"
"107171";"LPP-3306372";"LPP-3-3-1"
"107181";"LPP-3306449";"LPP-3-3-1"
"107191";"LPP-3470485";"LPP-3-4-4"
"107201";"LPP-3470812";"LPP-3-4-1"
"107211";"LPP-3471148";"LPP-3-4-12"
"107221";"LPP-3471237";"LPP-3-5-0"
"107231";"LPP-3471349";"LPP-3-4-12"
"107241";"LPP-3471355";"LPP-3-4-1"
"107251";"LPP-3471450";"LPP-3-5-0"
"107261";"LPP-3471480";"LPP-3-4-7"
"107271";"LPP-3471585";"LPP-3-4-12"
"107281";"LPP-3471600";"LPP-3-4-12"
"107291";"LPP-3471770";"LPP-3-5-0"
"107301";"LPP-3471970";"LPP-3-4-1"
"107311";"LPP-3471993";"LPP-3-4-11"
"107321";"LPP-3472308";"LPP-3-4-7"
"107331";"LPP-3472320";"LPP-3-4-4"
"107341";"LPP-3472604";"LPP-3-4-11"
"107351";"LPP-3472685";"LPP-3-4-1"
"107361";"LPP-3472716";"LPP-3-4-2"
"107371";"LPP-3472863";"LPP-3-4-7"
"107381";"LPP-3473118";"LPP-3-5-0"
"107391";"LPP-3473288";"LPP-3-4-7"
"107401";"LPP-3473294";"LPP-3-5-0"
"107411";"LPP-3473302";"LPP-3-4-7"
"107421";"LPP-3473680";"LPP-3-4-1"
"107431";"LPP-3473791";"LPP-3-4-12"
"107441";"LPP-3473800";"LPP-3-4-7"
"107451";"LPP-3473940";"LPP-3-4-12"
"107461";"LPP-3474075";"LPP-3-4-11"
"107471";"LPP-3474106";"LPP-3-4-6"
"107481";"LPP-3474164";"LPP-3-4-7"
"107491";"LPP-3474253";"LPP-3-4-7"
"107501";"LPP-3474655";"LPP-3-4-12"
"107511";"LPP-3474804";"LPP-3-4-4"
"107521";"LPP-3475287";"LPP-3-5-0"
"107531";"LPP-3475436";"LPP-3-4-7"
"107541";"LPP-3475608";"LPP-3-4-13"
"107551";"LPP-3475732";"LPP-3-5-0"
"107561";"LPP-3475749";"LPP-3-5-0"
"107571";"LPP-3476430";"LPP-3-4-9"
"107581";"LPP-3476559";"LPP-3-4-4"
"107591";"LPP-3476594";"LPP-3-4-9"
"107601";"LPP-3476720";"LPP-3-5-0"
"107611";"LPP-3476921";"LPP-3-5-0"
"107621";"LPP-3477122";"LPP-3-4-1"
"107631";"LPP-3477240";"LPP-3-4-7"
"107641";"LPP-3477292";"LPP-3-4-1"
"107651";"LPP-3477300";"LPP-3-4-4"
"107661";"LPP-3477406";"LPP-3-5-0"
"107671";"LPP-3477412";"LPP-3-4-7"
"107681";"LPP-3477814";"LPP-3-4-10"
"107691";"LPP-3477866";"LPP-3-5-0"
"107701";"LPP-3477872";"LPP-3-4-12"
"107711";"LPP-3478179";"LPP-3-4-1"
"107721";"LPP-3478200";"LPP-3-4-7"
"107731";"LPP-3478280";"LPP-3-4-7"
"107741";"LPP-3478392";"LPP-3-5-0"
"107751";"LPP-6148181";"LPP-1-1-5"
"107761";"LPP-6148212";"LPP-1-1-1"
"107771";"LPP-6148407";"LPP-1-1-4"
"107781";"LPP-6148488";"LPP-1-1-4"
"107791";"LPP-6148494";"LPP-1-1-4"
"107801";"LPP-6148502";"LPP-1-1-4"
"107811";"LPP-6148650";"LPP-1-1-4"
"107821";"LPP-6148672";"LPP-1-1-4"
"107831";"LPP-6148689";"LPP-1-1-4"
"107841";"LPP-6148695";"LPP-1-1-4"
"107851";"LPP-6148703";"LPP-1-1-1"
"107861";"LPP-6148710";"LPP-1-1-1"
"107871";"LPP-6148726";"LPP-1-1-3"
"107881";"LPP-6148962";"LPP-1-1-4"
"107891";"LPP-6149097";"LPP-1-1-6"
"107901";"LPP-6149157";"LPP-1-1-5"
"107911";"LPP-6149269";"LPP-1-1-5"
"107921";"LPP-6149306";"LPP-1-1-1"
"107931";"LPP-6149312";"LPP-1-1-1"
"107941";"LPP-6149430";"LPP-1-1-5"
"107951";"LPP-6149795";"LPP-1-1-1"
"107961";"LPP-6150226";"LPP-1-1-3"
"107971";"LPP-6150232";"LPP-1-1-3"
"107981";"LPP-6150261";"LPP-1-1-5"
"107991";"LPP-6150663";"LPP-1-1-5"
"108001";"LPP-6150686";"LPP-1-1-5"
"108011";"LPP-6150700";"LPP-1-1-5"
"108021";"LPP-6151119";"LPP-1-1-4"
"108031";"LPP-6151272";"LPP-1-1-3"
"108041";"LPP-6151326";"LPP-1-1-5"
"108051";"LPP-6151349";"LPP-1-1-5"
"108061";"LPP-6151622";"LPP-1-1-5"
"108071";"LPP-6151786";"LPP-1-1-5"
"108081";"LPP-6152113";"LPP-1-1-7"
"108091";"LPP-6152739";"LPP-1-1-5"
"108101";"LPP-6152768";"LPP-1-1-4"
"108111";"LPP-6152811";"LPP-1-1-5"
"108121";"LPP-6152828";"LPP-1-1-5"
"108131";"LPP-6152834";"LPP-1-1-4"
"108141";"LPP-6152840";"LPP-1-1-3"
"108151";"LPP-6153087";"LPP-1-1-5"
"108161";"LPP-6153153";"LPP-1-1-5"
"108171";"LPP-6153160";"LPP-1-1-5"
"108181";"LPP-6153176";"LPP-1-1-5"
"108191";"LPP-6153213";"LPP-1-1-5"
"108201";"LPP-6153578";"LPP-1-1-6"
"108211";"LPP-6153710";"LPP-1-1-6"
"108221";"LPP-6153928";"LPP-1-1-4"
"108231";"LPP-6153992";"LPP-1-1-6"
"108241";"LPP-6154359";"LPP-1-1-5"
"108251";"LPP-6154365";"LPP-1-1-5"
"108261";"LPP-6154448";"LPP-1-1-5"
"108271";"LPP-6154483";"LPP-1-1-5"
"108281";"LPP-6154543";"LPP-1-1-1"
"108291";"LPP-6154566";"LPP-1-1-4"
"108301";"LPP-3186850";"LPP-3-1-1"
"108311";"LPP-3186940";"LPP-3-1-1"
"108321";"LPP-3187045";"LPP-3-1-2"
"108331";"LPP-3187068";"LPP-3-1-6"
"108341";"LPP-3187097";"LPP-3-1-2"
"108351";"LPP-3187134";"LPP-3-1-3"
"108361";"LPP-3187157";"LPP-3-1-2"
"108371";"LPP-3187217";"LPP-3-1-1"
"108381";"LPP-3187269";"LPP-3-1-1"
"108391";"LPP-3187275";"LPP-3-5-0"
"108401";"LPP-3187341";"LPP-3-1-1"
"108411";"LPP-3187370";"LPP-3-1-2"
"108421";"LPP-3187401";"LPP-3-1-7"
"108431";"LPP-3187499";"LPP-3-5-0"
"108441";"LPP-3187507";"LPP-3-1-1"
"108451";"LPP-3187542";"LPP-3-1-2"
"108461";"LPP-3187594";"LPP-3-1-2"
"108471";"LPP-3187602";"LPP-3-1-2"
"108481";"LPP-3187619";"LPP-3-1-1"
"108491";"LPP-3187737";"LPP-3-1-1"
"108501";"LPP-3187826";"LPP-3-1-2"
"108511";"LPP-3187855";"LPP-3-1-1"
"108521";"LPP-3187890";"LPP-3-5-0"
"108531";"LPP-3187915";"LPP-3-1-9"
"108541";"LPP-3187938";"LPP-3-1-2"
"108551";"LPP-3187944";"LPP-3-1-2"
"108561";"LPP-3187950";"LPP-3-1-1"
"108571";"LPP-3188033";"LPP-3-5-0"
"108581";"LPP-3188040";"LPP-3-1-1"
"108591";"LPP-3188116";"LPP-3-1-2"
"108601";"LPP-3188122";"LPP-3-1-2"
"108611";"LPP-3188139";"LPP-3-1-1"
"108621";"LPP-3188151";"LPP-3-1-1"
"108631";"LPP-3188205";"LPP-3-1-2"
"108641";"LPP-3188330";"LPP-3-1-1"
"108651";"LPP-3188346";"LPP-3-1-2"
"108661";"LPP-3188429";"LPP-3-1-1"
"108671";"LPP-3188441";"LPP-3-1-2"
"108681";"LPP-3188487";"LPP-3-1-2"
"108691";"LPP-3188560";"LPP-3-1-2"
"108701";"LPP-3188576";"LPP-3-1-1"
"108711";"LPP-3188754";"LPP-3-1-6"
"108721";"LPP-3188837";"LPP-3-1-1"
"108731";"LPP-3189050";"LPP-3-1-2"
"108741";"LPP-3189073";"LPP-3-1-2"
"108751";"LPP-3189110";"LPP-3-1-1"
"108761";"LPP-3189200";"LPP-3-1-2"
"108771";"LPP-3189245";"LPP-3-5-0"
"108781";"LPP-3189251";"LPP-3-1-1"
"108791";"LPP-3189340";"LPP-3-1-1"
"108801";"LPP-3189357";"LPP-3-5-0"
"108811";"LPP-3189423";"LPP-3-1-1"
"108821";"LPP-3189512";"LPP-3-1-1"
"108831";"LPP-3189587";"LPP-3-1-2"
"108841";"LPP-3189593";"LPP-3-1-1"
"108851";"LPP-3306515";"LPP-3-3-1"
"108861";"LPP-3306538";"LPP-3-3-1"
"108871";"LPP-3306627";"LPP-3-3-1"
"108881";"LPP-3306923";"LPP-3-3-1"
"108891";"LPP-3307182";"LPP-3-3-1"
"108901";"LPP-3307621";"LPP-3-3-1"
"108911";"LPP-3308069";"LPP-3-3-1"
"108921";"LPP-3308307";"LPP-3-3-1"
"108931";"LPP-3308365";"LPP-3-3-1"
"108941";"LPP-3308508";"LPP-3-3-1"
"108951";"LPP-3308810";"LPP-3-3-1"
"108961";"LPP-3309070";"LPP-3-3-1"
"108971";"LPP-3309761";"LPP-3-3-1"
"108981";"LPP-3309809";"LPP-3-3-1"
"108991";"LPP-3310178";"LPP-3-3-1"
"109001";"LPP-3310698";"LPP-3-3-1"
"109011";"LPP-3310899";"LPP-3-3-1"
"109021";"LPP-3310907";"LPP-3-3-3"
"109031";"LPP-3311083";"LPP-3-3-2"
"109041";"LPP-3312088";"LPP-3-3-1"
"109051";"LPP-3312355";"LPP-3-3-3"
"109061";"LPP-3312361";"LPP-3-3-1"
"109071";"LPP-3312504";"LPP-3-3-1"
"109081";"LPP-3312697";"LPP-3-3-1"
"109091";"LPP-3313372";"LPP-3-3-1"
"109101";"LPP-3314673";"LPP-3-3-1"
"109111";"LPP-3314839";"LPP-3-3-3"
"109121";"LPP-3314992";"LPP-3-3-1"
"109131";"LPP-3315425";"LPP-3-3-1"
"109141";"LPP-3315738";"LPP-3-3-3"
"109151";"LPP-3315773";"LPP-3-3-1"
"109161";"LPP-3315833";"LPP-3-3-1"
"109171";"LPP-3315980";"LPP-3-3-1"
"109181";"LPP-3316258";"LPP-3-3-1"
"109191";"LPP-3316376";"LPP-3-3-1"
"109201";"LPP-3316554";"LPP-3-3-1"
"109211";"LPP-3316560";"LPP-3-3-1"
"109221";"LPP-3316583";"LPP-3-3-1"
"109231";"LPP-3316784";"LPP-3-3-1"
"109241";"LPP-3317559";"LPP-3-3-3"
"109251";"LPP-3317648";"LPP-3-3-1"
"109261";"LPP-3317826";"LPP-3-3-1"
"109271";"LPP-3317861";"LPP-3-3-1"
"109281";"LPP-3317890";"LPP-3-3-3"
"109291";"LPP-3317980";"LPP-3-3-1"
"109301";"LPP-3318091";"LPP-3-3-1"
"109311";"LPP-3318151";"LPP-3-3-2"
"109321";"LPP-3318286";"LPP-3-3-1"
"109331";"LPP-3318458";"LPP-3-3-1"
"109341";"LPP-3318688";"LPP-3-3-1"
"109351";"LPP-3319535";"LPP-3-3-1"
"109361";"LPP-3319630";"LPP-3-3-1"
"109371";"LPP-3319950";"LPP-3-3-1"
"109381";"LPP-3320107";"LPP-3-3-1"
"109391";"LPP-3320395";"LPP-3-3-1"
"109401";"LPP-3478660";"LPP-3-4-1"
"109411";"LPP-3478848";"LPP-3-4-4"
"109421";"LPP-3478854";"LPP-3-4-1"
"109431";"LPP-3478908";"LPP-3-5-0"
"109441";"LPP-3478914";"LPP-3-4-11"
"109451";"LPP-3478950";"LPP-3-4-12"
"109461";"LPP-3479115";"LPP-3-4-10"
"109471";"LPP-3479167";"LPP-3-5-0"
"109481";"LPP-3479256";"LPP-3-5-0"
"109491";"LPP-3479322";"LPP-3-5-0"
"109501";"LPP-3479807";"LPP-3-4-11"
"109511";"LPP-3479948";"LPP-3-4-7"
"109521";"LPP-3480294";"LPP-3-4-4"
"109531";"LPP-3480578";"LPP-3-4-7"
"109541";"LPP-3480897";"LPP-3-5-0"
"109551";"LPP-3480934";"LPP-3-4-1"
"109561";"LPP-3481307";"LPP-3-4-7"
"109571";"LPP-3481483";"LPP-3-4-1"
"109581";"LPP-3481566";"LPP-3-5-0"
"109591";"LPP-3481661";"LPP-3-4-9"
"109601";"LPP-3482152";"LPP-3-5-0"
"109611";"LPP-3482181";"LPP-3-4-4"
"109621";"LPP-3482229";"LPP-3-4-4"
"109631";"LPP-3482301";"LPP-3-4-1"
"109641";"LPP-3482614";"LPP-3-4-4"
"109651";"LPP-3482790";"LPP-3-4-1"
"109661";"LPP-3482809";"LPP-3-4-12"
"109671";"LPP-3482910";"LPP-3-4-7"
"109681";"LPP-3482927";"LPP-3-4-11"
"109691";"LPP-3483134";"LPP-3-4-7"
"109701";"LPP-3483453";"LPP-3-5-0"
"109711";"LPP-3483714";"LPP-3-5-0"
"109721";"LPP-3483810";"LPP-3-4-9"
"109731";"LPP-3483826";"LPP-3-4-7"
"109741";"LPP-3483890";"LPP-3-4-7"
"109751";"LPP-3484085";"LPP-3-4-6"
"109761";"LPP-3484257";"LPP-3-5-0"
"109771";"LPP-3484613";"LPP-3-5-0"
"109781";"LPP-3484754";"LPP-3-4-9"
"109791";"LPP-3484843";"LPP-3-4-9"
"109801";"LPP-3485067";"LPP-3-4-18"
"109811";"LPP-3485446";"LPP-3-4-4"
"109821";"LPP-3485660";"LPP-3-4-1"
"109831";"LPP-3485825";"LPP-3-4-9"
"109841";"LPP-3485831";"LPP-3-4-9"
"109851";"LPP-3485937";"LPP-3-4-12"
"109861";"LPP-3485950";"LPP-3-4-12"
"109871";"LPP-3486167";"LPP-3-4-12"
"109881";"LPP-3486196";"LPP-3-4-5"
"109891";"LPP-3486285";"LPP-3-4-5"
"109901";"LPP-3486374";"LPP-3-4-1"
"109911";"LPP-3486434";"LPP-3-4-7"
"109921";"LPP-3486612";"LPP-3-4-4"
"109931";"LPP-3486799";"LPP-3-5-0"
"109941";"LPP-3486865";"LPP-3-4-7"
"109951";"LPP-6154916";"LPP-1-1-5"
"109961";"LPP-6154922";"LPP-1-1-5"
"109971";"LPP-6154939";"LPP-1-1-5"
"109981";"LPP-6154945";"LPP-1-1-5"
"109991";"LPP-6154951";"LPP-1-1-7"
"110001";"LPP-6154968";"LPP-1-1-5"
"110011";"LPP-6154974";"LPP-1-1-5"
"110021";"LPP-6154997";"LPP-1-1-5"
"110031";"LPP-6155005";"LPP-1-1-5"
"110041";"LPP-6155169";"LPP-1-1-5"
"110051";"LPP-6155241";"LPP-1-1-5"
"110061";"LPP-6155293";"LPP-1-1-3"
"110071";"LPP-6155494";"LPP-1-1-4"
"110081";"LPP-6155519";"LPP-1-1-3"
"110091";"LPP-6155620";"LPP-1-1-3"
"110101";"LPP-6155637";"LPP-1-1-6"
"110111";"LPP-6155838";"LPP-1-1-4"
"110121";"LPP-6156192";"LPP-1-1-5"
"110131";"LPP-6156393";"LPP-1-1-4"
"110141";"LPP-6156401";"LPP-1-1-4"
"110151";"LPP-6156418";"LPP-1-1-4"
"110161";"LPP-6156424";"LPP-1-1-4"
"110171";"LPP-6156430";"LPP-1-1-4"
"110181";"LPP-6156447";"LPP-1-1-4"
"110191";"LPP-6156453";"LPP-1-1-4"
"110201";"LPP-6156460";"LPP-1-1-4"
"110211";"LPP-6156476";"LPP-1-1-4"
"110221";"LPP-6156482";"LPP-1-1-4"
"110231";"LPP-6156499";"LPP-1-1-4"
"110241";"LPP-6156507";"LPP-1-1-4"
"110251";"LPP-6156513";"LPP-1-1-4"
"110261";"LPP-6156520";"LPP-1-1-4"
"110271";"LPP-6156536";"LPP-1-1-4"
"110281";"LPP-6156542";"LPP-1-1-4"
"110291";"LPP-6156631";"LPP-1-1-5"
"110301";"LPP-6156810";"LPP-1-1-1"
"110311";"LPP-6157056";"LPP-1-1-4"
"110321";"LPP-6157062";"LPP-1-1-4"
"110331";"LPP-6157079";"LPP-1-1-4"
"110341";"LPP-6157085";"LPP-1-1-4"
"110351";"LPP-6157091";"LPP-1-1-4"
"110361";"LPP-6157100";"LPP-1-1-4"
"110371";"LPP-6157116";"LPP-1-1-4"
"110381";"LPP-6157122";"LPP-1-1-4"
"110391";"LPP-6157139";"LPP-1-1-4"
"110401";"LPP-6157151";"LPP-1-1-5"
"110411";"LPP-6157168";"LPP-1-1-3"
"110421";"LPP-6157197";"LPP-1-1-1"
"110431";"LPP-6157263";"LPP-1-1-3"
"110441";"LPP-6157317";"LPP-1-1-4"
"110451";"LPP-6157470";"LPP-1-1-5"
"110461";"LPP-3189618";"LPP-3-1-7"
"110471";"LPP-3189647";"LPP-3-1-2"
"110481";"LPP-3189771";"LPP-3-1-6"
"110491";"LPP-3189802";"LPP-3-1-2"
"110501";"LPP-3189860";"LPP-3-1-2"
"110511";"LPP-3189877";"LPP-3-1-2"
"110521";"LPP-3189883";"LPP-3-1-2"
"110531";"LPP-3189937";"LPP-3-1-2"
"110541";"LPP-3189989";"LPP-3-1-2"
"110551";"LPP-3190165";"LPP-3-1-1"
"110561";"LPP-3190171";"LPP-3-1-1"
"110571";"LPP-3190202";"LPP-3-1-2"
"110581";"LPP-3190219";"LPP-3-1-1"
"110591";"LPP-3190248";"LPP-3-1-12"
"110601";"LPP-3190254";"LPP-3-1-3"
"110611";"LPP-3190343";"LPP-3-5-0"
"110621";"LPP-3190350";"LPP-3-1-1"
"110631";"LPP-3190366";"LPP-3-1-1"
"110641";"LPP-3190389";"LPP-3-1-1"
"110651";"LPP-3190455";"LPP-3-1-1"
"110661";"LPP-3190538";"LPP-3-1-1"
"110671";"LPP-3190610";"LPP-3-1-2"
"110681";"LPP-3190627";"LPP-3-1-2"
"110691";"LPP-3190716";"LPP-3-1-10"
"110701";"LPP-3190780";"LPP-3-1-1"
"110711";"LPP-3190857";"LPP-3-1-2"
"110721";"LPP-3190886";"LPP-3-5-0"
